SaleID,SaleDate,CustomerID,ProductID,SalesRepID,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod
604,2025-03-17,CUS329,PRO061,SR001,1,9550.00,1.52,9404.84,"Bank Transfer"
605,2025-03-28,CUS326,PRO117,SR013,4,104211.00,9.44,377493.93,Card
606,2025-05-22,CUS415,PRO094,SR001,4,133644.00,12.68,466791.76,Card
607,2025-01-08,CUS277,PRO087,SR003,1,600909.00,9.17,545805.64,Card
608,2025-10-15,CUS365,PRO071,SR008,3,984868.00,0.85,2929489.87,"Mobile Money"
609,2025-05-20,CUS461,PRO104,SR005,4,84917.00,3.91,326386.98,Cash
610,2025-08-14,CUS173,PRO014,SR007,2,861349.00,7.47,1594012.46,"Bank Transfer"
611,2025-06-16,CUS470,PRO107,SR008,3,54346.00,5.85,153500.28,Cash
612,2025-07-02,CUS288,PRO107,SR013,3,54346.00,9.41,147696.12,"Bank Transfer"
613,2025-02-15,CUS111,PRO105,SR009,5,88497.00,2.01,433591.05,Cash
614,2025-03-15,CUS323,PRO051,SR016,5,25389.00,12.44,111153.04,"Bank Transfer"
615,2025-11-14,CUS485,PRO033,SR011,2,235916.00,7.90,434557.27,"Mobile Money"
616,2025-07-02,CUS488,PRO111,SR003,3,92798.00,6.43,260493.27,Cash
617,2025-08-10,CUS461,PRO115,SR004,4,224924.00,2.23,879632.78,"Bank Transfer"
618,2025-07-28,CUS259,PRO045,SR014,4,219710.00,5.76,828218.82,"Bank Transfer"
619,2025-07-01,CUS096,PRO043,SR006,2,204952.00,9.51,370922.13,"Bank Transfer"
620,2025-08-03,CUS481,PRO073,SR014,3,735246.00,14.51,1885685.42,Cash
621,2025-10-19,CUS109,PRO120,SR014,1,276254.00,5.50,261060.03,"Mobile Money"
622,2025-06-23,CUS019,PRO120,SR008,1,276254.00,14.06,237412.69,"Bank Transfer"
623,2025-02-15,CUS407,PRO018,SR007,2,354091.00,6.75,660379.72,Card
624,2025-09-08,CUS203,PRO104,SR005,1,84917.00,11.32,75304.40,Cash
625,2025-11-29,CUS486,PRO117,SR015,2,104211.00,7.83,192102.56,"Mobile Money"
626,2025-03-13,CUS409,PRO113,SR018,4,125322.00,3.96,481437.00,Cash
627,2025-01-21,CUS120,PRO035,SR016,1,241141.00,6.56,225322.15,"Mobile Money"
628,2025-06-29,CUS350,PRO100,SR012,3,474646.00,8.30,1305751.15,"Mobile Money"
629,2025-08-18,CUS039,PRO007,SR008,4,392739.00,14.26,1346937.67,Card
630,2025-03-12,CUS439,PRO039,SR013,1,302114.00,9.91,272174.50,"Mobile Money"
631,2025-09-23,CUS030,PRO092,SR008,5,267189.00,1.18,1320180.85,Card
632,2025-10-19,CUS148,PRO057,SR015,2,23405.00,13.63,40429.80,Card
633,2025-03-04,CUS432,PRO116,SR007,3,125303.00,14.58,321101.47,"Mobile Money"
634,2025-11-21,CUS094,PRO101,SR017,2,77476.00,2.96,150365.42,"Mobile Money"
635,2025-05-29,CUS474,PRO091,SR002,4,656266.00,0.69,2606951.06,"Mobile Money"
636,2025-11-22,CUS407,PRO016,SR018,4,555252.00,3.30,2147714.74,"Mobile Money"
637,2025-10-24,CUS409,PRO070,SR004,5,91372.00,4.59,435890.13,Cash
638,2025-07-19,CUS163,PRO022,SR004,5,620784.00,1.40,3060465.12,Card
639,2025-07-15,CUS061,PRO113,SR008,5,125322.00,4.07,601106.97,"Mobile Money"
640,2025-04-25,CUS064,PRO020,SR012,1,485778.00,1.62,477908.40,Cash
641,2025-02-16,CUS230,PRO083,SR006,3,186604.00,7.04,520401.24,Cash
642,2025-01-02,CUS480,PRO024,SR007,3,457302.00,8.01,1262016.33,Card
643,2025-07-26,CUS498,PRO107,SR019,5,54346.00,13.49,235073.62,Cash
644,2025-10-26,CUS062,PRO080,SR017,2,838717.00,5.68,1582155.75,"Mobile Money"
645,2025-11-20,CUS264,PRO069,SR017,2,51744.00,5.75,97537.44,Card
646,2025-12-19,CUS369,PRO016,SR013,5,555252.00,2.50,2706853.50,Card
647,2025-04-24,CUS012,PRO093,SR019,1,76562.00,11.56,67711.43,Cash
648,2025-01-10,CUS256,PRO034,SR005,3,183211.00,6.71,512752.63,"Mobile Money"
649,2025-07-05,CUS236,PRO013,SR011,4,877916.00,5.48,3319224.81,Card
650,2025-03-07,CUS375,PRO115,SR016,1,224924.00,1.67,221167.77,"Bank Transfer"
651,2025-01-01,CUS071,PRO021,SR006,4,808631.00,2.58,3151073.28,Card
652,2025-01-07,CUS330,PRO079,SR012,2,487446.00,11.07,866971.46,"Mobile Money"
653,2025-06-20,CUS079,PRO101,SR016,5,77476.00,2.85,376339.67,"Mobile Money"
654,2025-12-25,CUS198,PRO004,SR017,5,787697.00,14.14,3381583.22,Cash
655,2025-05-22,CUS136,PRO079,SR010,1,487446.00,14.05,418959.84,Cash
656,2025-07-25,CUS426,PRO079,SR010,3,487446.00,3.73,1407792.79,Cash
657,2025-08-09,CUS395,PRO011,SR019,2,729352.00,8.17,1339527.88,Card
658,2025-07-25,CUS115,PRO056,SR015,4,25963.00,11.17,92251.73,"Bank Transfer"
659,2025-07-23,CUS440,PRO052,SR010,4,40491.00,10.73,144585.26,"Bank Transfer"
660,2025-06-24,CUS336,PRO002,SR002,2,657741.00,0.83,1304563.50,Cash
661,2025-01-30,CUS156,PRO001,SR004,3,769936.00,1.91,2265690.67,Cash
662,2025-01-14,CUS423,PRO080,SR014,4,838717.00,1.02,3320648.35,"Mobile Money"
663,2025-07-27,CUS202,PRO079,SR003,5,487446.00,9.93,2195213.06,"Mobile Money"
664,2025-03-06,CUS480,PRO008,SR015,5,706571.00,14.71,3013172.03,"Mobile Money"
665,2025-12-22,CUS219,PRO110,SR016,1,155218.00,9.82,139975.59,"Mobile Money"
666,2025-01-29,CUS024,PRO035,SR010,4,241141.00,12.65,842546.65,"Mobile Money"
667,2025-04-22,CUS372,PRO100,SR004,3,474646.00,12.00,1253065.44,Cash
668,2025-02-27,CUS006,PRO015,SR011,3,473459.00,5.71,1339273.47,"Bank Transfer"
669,2025-04-21,CUS349,PRO102,SR007,3,36760.00,11.35,97763.22,Cash
670,2025-03-03,CUS107,PRO046,SR008,1,499073.00,3.93,479459.43,Cash
671,2025-07-16,CUS093,PRO075,SR005,1,1072974.00,11.47,949903.88,Card
672,2025-10-10,CUS146,PRO006,SR012,3,538563.00,0.07,1614558.02,"Mobile Money"
673,2025-09-22,CUS209,PRO047,SR014,5,734201.00,12.52,3211395.17,Cash
674,2025-03-10,CUS098,PRO019,SR005,3,719759.00,14.46,1847045.55,Cash
675,2025-09-27,CUS219,PRO015,SR005,2,473459.00,4.87,900803.09,"Bank Transfer"
676,2025-09-06,CUS308,PRO047,SR019,1,734201.00,11.67,648519.74,Cash
677,2025-04-30,CUS245,PRO004,SR010,3,787697.00,5.98,2221778.16,Card
678,2025-01-11,CUS361,PRO039,SR015,1,302114.00,4.07,289817.96,Card
679,2025-04-26,CUS497,PRO102,SR015,1,36760.00,1.01,36388.72,Card
680,2025-07-14,CUS479,PRO057,SR012,2,23405.00,4.05,44914.20,"Mobile Money"
681,2025-09-16,CUS148,PRO024,SR016,3,457302.00,9.23,1245279.08,"Bank Transfer"
682,2025-03-17,CUS235,PRO042,SR014,3,174161.00,11.44,462710.94,"Bank Transfer"
683,2025-01-13,CUS179,PRO055,SR020,5,28348.00,11.84,124957.98,"Mobile Money"
684,2025-12-27,CUS200,PRO076,SR006,3,362309.00,12.57,950300.28,Card
685,2025-10-28,CUS198,PRO063,SR013,2,36766.00,11.31,65215.53,"Mobile Money"
686,2025-11-24,CUS068,PRO100,SR013,3,474646.00,0.66,1414540.01,Card
687,2025-09-04,CUS200,PRO114,SR005,1,536190.00,6.59,500855.08,Cash
688,2025-12-28,CUS025,PRO055,SR020,3,28348.00,7.53,78640.19,Card
689,2025-06-04,CUS068,PRO092,SR011,5,267189.00,7.21,1239623.37,"Bank Transfer"
690,2025-06-09,CUS418,PRO069,SR014,1,51744.00,2.33,50538.36,"Bank Transfer"
691,2025-02-26,CUS299,PRO102,SR020,3,36760.00,8.10,101347.32,Cash
692,2025-05-25,CUS458,PRO015,SR006,1,473459.00,8.50,433214.99,Card
693,2025-07-10,CUS333,PRO097,SR016,1,229898.00,4.70,219092.79,"Bank Transfer"
694,2025-06-08,CUS424,PRO071,SR011,3,984868.00,11.17,2624574.73,"Mobile Money"
695,2025-09-30,CUS494,PRO100,SR012,1,474646.00,14.78,404493.32,"Mobile Money"
696,2025-10-06,CUS465,PRO068,SR006,1,67949.00,3.24,65747.45,Cash
697,2025-11-04,CUS321,PRO073,SR011,1,735246.00,6.20,689660.75,"Mobile Money"
698,2025-01-09,CUS108,PRO113,SR011,3,125322.00,10.07,338106.22,Cash
699,2025-04-21,CUS198,PRO032,SR006,4,823634.00,13.96,2834618.77,"Bank Transfer"
700,2025-03-30,CUS132,PRO069,SR012,1,51744.00,10.70,46207.39,Cash
701,2025-06-22,CUS221,PRO005,SR004,4,441778.00,7.71,1630867.66,"Mobile Money"
702,2025-04-05,CUS486,PRO054,SR004,2,32270.00,3.22,62461.81,"Bank Transfer"
703,2025-11-26,CUS361,PRO062,SR009,4,62577.00,3.00,242798.76,"Mobile Money"
704,2025-06-09,CUS015,PRO047,SR007,2,734201.00,12.84,1279859.18,"Bank Transfer"
705,2025-07-08,CUS465,PRO025,SR005,3,199950.00,9.29,544123.94,"Bank Transfer"
706,2025-07-11,CUS099,PRO040,SR015,1,488127.00,4.98,463818.28,"Bank Transfer"
707,2025-03-10,CUS285,PRO095,SR004,2,755415.00,3.61,1456289.04,Cash
708,2025-01-03,CUS385,PRO023,SR014,2,919410.00,5.32,1740994.78,"Mobile Money"
709,2025-04-13,CUS064,PRO097,SR018,4,229898.00,6.61,858806.97,Cash
710,2025-10-17,CUS397,PRO051,SR010,5,25389.00,6.63,118528.55,"Bank Transfer"
711,2025-09-15,CUS456,PRO110,SR016,2,155218.00,4.86,295348.81,"Bank Transfer"
712,2025-01-06,CUS173,PRO057,SR002,1,23405.00,1.00,23170.95,"Mobile Money"
713,2025-08-05,CUS157,PRO083,SR017,1,186604.00,8.55,170649.36,Card
714,2025-12-25,CUS382,PRO100,SR008,3,474646.00,2.03,1395032.06,Card
715,2025-05-11,CUS162,PRO078,SR004,3,538185.00,8.64,1475057.45,Cash
716,2025-01-03,CUS124,PRO065,SR017,1,12442.00,1.13,12301.41,"Mobile Money"
717,2025-10-27,CUS180,PRO083,SR014,4,186604.00,6.60,697152.54,"Mobile Money"
718,2025-07-11,CUS427,PRO104,SR001,1,84917.00,14.55,72561.58,"Bank Transfer"
719,2025-01-10,CUS473,PRO061,SR019,2,9550.00,11.97,16813.73,"Bank Transfer"
720,2025-08-17,CUS304,PRO031,SR020,2,467119.00,7.97,859779.23,"Bank Transfer"
721,2025-09-12,CUS252,PRO015,SR001,3,473459.00,1.24,1402764.33,Cash
722,2025-06-02,CUS167,PRO036,SR007,5,453702.00,4.10,2175501.09,Card
723,2025-11-14,CUS259,PRO090,SR012,1,79687.00,6.35,74626.88,Cash
724,2025-04-23,CUS207,PRO026,SR013,1,792985.00,11.05,705360.16,Card
725,2025-12-08,CUS460,PRO001,SR008,1,769936.00,12.54,673386.03,Cash
726,2025-12-04,CUS204,PRO013,SR006,1,877916.00,10.52,785559.24,"Bank Transfer"
727,2025-04-05,CUS068,PRO099,SR008,5,388577.00,14.65,1658252.35,Card
728,2025-05-05,CUS350,PRO057,SR003,2,23405.00,4.16,44862.70,"Mobile Money"
729,2025-06-03,CUS378,PRO052,SR018,5,40491.00,7.19,187898.49,"Bank Transfer"
730,2025-06-24,CUS272,PRO072,SR018,5,352298.00,9.74,1589920.87,Card
731,2025-10-30,CUS246,PRO020,SR002,1,485778.00,6.54,454008.12,"Mobile Money"
732,2025-09-11,CUS088,PRO034,SR002,4,183211.00,9.13,665935.34,"Bank Transfer"
733,2025-10-10,CUS285,PRO001,SR017,3,769936.00,7.15,2144656.73,Card
734,2025-03-22,CUS497,PRO100,SR009,4,474646.00,7.56,1755051.05,"Bank Transfer"
735,2025-02-01,CUS202,PRO099,SR012,3,388577.00,1.02,1153840.54,Cash
736,2025-06-13,CUS162,PRO092,SR020,2,267189.00,10.46,478482.06,Cash
737,2025-04-22,CUS426,PRO103,SR015,5,97867.00,14.43,418723.96,"Bank Transfer"
738,2025-02-24,CUS266,PRO068,SR016,1,67949.00,11.06,60433.84,"Bank Transfer"
739,2025-07-09,CUS023,PRO093,SR001,5,76562.00,13.49,331168.93,"Mobile Money"
740,2025-04-02,CUS442,PRO013,SR014,3,877916.00,2.59,2565533.93,"Bank Transfer"
741,2025-04-09,CUS170,PRO105,SR018,4,88497.00,10.45,316996.25,Card
742,2025-12-24,CUS280,PRO009,SR019,5,906773.00,13.20,3935394.82,Card
743,2025-08-12,CUS074,PRO101,SR014,2,77476.00,14.34,132731.88,Cash
744,2025-10-22,CUS101,PRO056,SR002,4,25963.00,2.53,101224.54,"Bank Transfer"
745,2025-08-17,CUS485,PRO084,SR008,5,1185940.00,4.66,5653375.98,Cash
746,2025-06-10,CUS203,PRO036,SR011,1,453702.00,0.03,453565.89,Cash
747,2025-02-08,CUS260,PRO047,SR004,4,734201.00,3.05,2847231.48,"Mobile Money"
748,2025-10-31,CUS270,PRO038,SR006,2,323307.00,5.82,608981.07,"Mobile Money"
749,2025-06-13,CUS120,PRO056,SR017,5,25963.00,13.17,112718.36,"Bank Transfer"
750,2025-10-08,CUS236,PRO001,SR018,5,769936.00,13.76,3319964.03,Cash
751,2025-09-24,CUS306,PRO010,SR004,2,536463.00,13.56,927437.23,"Mobile Money"
752,2025-09-14,CUS025,PRO016,SR014,1,555252.00,6.27,520437.70,Card
753,2025-08-24,CUS285,PRO084,SR020,4,1185940.00,8.53,4339117.27,"Bank Transfer"
754,2025-11-12,CUS244,PRO065,SR015,5,12442.00,11.55,55024.75,Cash
755,2025-09-02,CUS475,PRO002,SR009,3,657741.00,11.82,1739988.04,"Mobile Money"
756,2025-03-21,CUS010,PRO007,SR020,3,392739.00,1.46,1161015.03,"Mobile Money"
757,2025-03-04,CUS420,PRO037,SR001,5,240410.00,9.42,1088816.89,"Mobile Money"
758,2025-10-05,CUS379,PRO018,SR009,2,354091.00,5.40,669940.17,"Bank Transfer"
759,2025-10-30,CUS354,PRO043,SR010,3,204952.00,0.98,608830.41,"Mobile Money"
760,2025-04-28,CUS471,PRO058,SR017,2,33720.00,0.39,67176.98,"Bank Transfer"
761,2025-05-15,CUS109,PRO071,SR012,1,984868.00,8.85,897707.18,Cash
762,2025-04-17,CUS397,PRO001,SR017,3,769936.00,10.99,2055960.10,Card
763,2025-04-21,CUS087,PRO081,SR001,5,453792.00,8.62,2073375.65,"Mobile Money"
764,2025-04-20,CUS492,PRO116,SR008,2,125303.00,10.46,224392.61,Card
765,2025-02-08,CUS492,PRO011,SR003,2,729352.00,5.86,1373223.95,Card
766,2025-10-10,CUS248,PRO024,SR006,4,457302.00,14.25,1568545.86,Cash
767,2025-09-24,CUS422,PRO074,SR019,3,1075812.00,9.00,2936966.76,"Mobile Money"
768,2025-05-20,CUS116,PRO052,SR011,2,40491.00,10.06,72835.21,"Mobile Money"
769,2025-09-21,CUS370,PRO053,SR017,2,112320.00,1.47,221337.79,Card
770,2025-10-18,CUS420,PRO093,SR009,4,76562.00,5.19,290353.73,"Mobile Money"
771,2025-11-03,CUS059,PRO054,SR015,1,32270.00,9.03,29356.02,Card
772,2025-09-20,CUS474,PRO006,SR004,4,538563.00,8.52,1970709.73,"Mobile Money"
773,2025-04-21,CUS250,PRO118,SR002,5,289159.00,11.47,1279962.31,Cash
774,2025-02-06,CUS359,PRO022,SR012,5,620784.00,11.70,2740761.36,Cash
775,2025-07-26,CUS098,PRO074,SR015,5,1075812.00,9.94,4844381.44,"Mobile Money"
776,2025-02-17,CUS400,PRO013,SR020,3,877916.00,14.78,2244480.05,"Bank Transfer"
777,2025-09-09,CUS398,PRO038,SR011,3,323307.00,11.76,855858.29,Cash
778,2025-06-15,CUS383,PRO048,SR018,4,789868.00,7.66,2917456.44,"Bank Transfer"
779,2025-06-04,CUS500,PRO116,SR013,2,125303.00,10.84,223440.31,"Mobile Money"
780,2025-11-30,CUS407,PRO026,SR017,1,792985.00,1.50,781090.23,Card
781,2025-11-24,CUS388,PRO008,SR004,2,706571.00,11.62,1248934.90,Cash
782,2025-12-22,CUS065,PRO090,SR001,1,79687.00,12.72,69550.81,Card
783,2025-12-23,CUS273,PRO035,SR002,3,241141.00,1.18,714886.61,"Bank Transfer"
784,2025-04-22,CUS318,PRO044,SR006,4,662908.00,3.76,2551930.64,"Mobile Money"
785,2025-12-07,CUS116,PRO069,SR010,5,51744.00,1.73,254244.14,Card
786,2025-06-13,CUS376,PRO063,SR008,5,36766.00,14.71,156788.61,Card
787,2025-01-05,CUS308,PRO073,SR013,1,735246.00,0.71,730025.75,"Mobile Money"
788,2025-06-18,CUS095,PRO006,SR018,5,538563.00,5.71,2539055.26,Cash
789,2025-04-14,CUS307,PRO067,SR002,3,70839.00,8.49,194474.31,"Bank Transfer"
790,2025-08-11,CUS054,PRO023,SR001,3,919410.00,0.90,2733405.93,"Mobile Money"
791,2025-04-29,CUS420,PRO113,SR011,5,125322.00,0.89,621033.17,Card
792,2025-05-25,CUS379,PRO104,SR012,4,84917.00,5.13,322243.03,"Mobile Money"
793,2025-10-13,CUS326,PRO080,SR017,3,838717.00,7.54,2326433.21,Card
794,2025-12-01,CUS119,PRO017,SR014,4,834495.00,12.21,2930412.64,Cash
795,2025-01-29,CUS362,PRO009,SR012,5,906773.00,14.63,3870560.55,Card
796,2025-10-05,CUS158,PRO010,SR018,2,536463.00,10.58,959410.43,"Bank Transfer"
797,2025-06-05,CUS048,PRO111,SR009,4,92798.00,3.81,357049.58,Card
798,2025-10-01,CUS078,PRO076,SR013,3,362309.00,10.01,978125.61,"Bank Transfer"
799,2025-01-25,CUS077,PRO104,SR001,5,84917.00,13.88,365652.60,"Bank Transfer"
800,2025-08-22,CUS051,PRO020,SR008,1,485778.00,0.04,485583.69,Cash
801,2025-07-20,CUS351,PRO031,SR009,5,467119.00,8.91,2127493.49,"Mobile Money"
802,2025-01-08,CUS455,PRO111,SR013,5,92798.00,2.09,454292.61,"Bank Transfer"
803,2025-04-21,CUS034,PRO053,SR014,5,112320.00,11.74,495668.16,Cash
804,2025-02-13,CUS466,PRO070,SR004,3,91372.00,7.36,253941.06,Cash
805,2025-03-23,CUS085,PRO016,SR008,1,555252.00,0.92,550143.68,"Mobile Money"
806,2025-01-31,CUS432,PRO092,SR009,1,267189.00,10.44,239294.47,Card
807,2025-02-20,CUS419,PRO063,SR017,2,36766.00,2.85,71436.34,Cash
808,2025-07-26,CUS064,PRO057,SR010,5,23405.00,9.22,106235.30,"Mobile Money"
809,2025-11-30,CUS323,PRO101,SR011,1,77476.00,12.68,67652.04,Cash
810,2025-02-23,CUS240,PRO057,SR009,1,23405.00,7.18,21724.52,Card
811,2025-03-28,CUS164,PRO118,SR018,5,289159.00,11.36,1281552.69,"Mobile Money"
812,2025-10-28,CUS351,PRO011,SR006,3,729352.00,0.80,2170551.55,"Mobile Money"
813,2025-04-05,CUS120,PRO019,SR008,5,719759.00,11.31,3191771.29,Cash
814,2025-09-15,CUS312,PRO011,SR008,1,729352.00,12.25,640006.38,Cash
815,2025-11-14,CUS348,PRO037,SR007,5,240410.00,3.88,1155410.46,"Bank Transfer"
816,2025-05-07,CUS430,PRO054,SR013,2,32270.00,12.61,56401.51,Cash
817,2025-09-24,CUS022,PRO039,SR003,2,302114.00,13.99,519696.50,"Mobile Money"
818,2025-12-19,CUS028,PRO079,SR014,5,487446.00,14.41,2086025.16,"Mobile Money"
819,2025-04-27,CUS120,PRO005,SR016,5,441778.00,12.18,1939847.20,Cash
820,2025-07-25,CUS343,PRO038,SR002,3,323307.00,0.83,961870.66,"Bank Transfer"
821,2025-01-20,CUS253,PRO069,SR003,4,51744.00,9.29,187747.93,Card
822,2025-11-26,CUS211,PRO037,SR005,2,240410.00,14.85,409418.23,"Bank Transfer"
823,2025-04-05,CUS433,PRO068,SR009,5,67949.00,0.58,337774.48,Cash
824,2025-01-07,CUS051,PRO018,SR004,5,354091.00,7.28,1641565.88,"Bank Transfer"
825,2025-02-13,CUS305,PRO049,SR004,2,16895.00,6.61,31556.48,Card
826,2025-05-26,CUS264,PRO002,SR001,2,657741.00,1.71,1292987.26,"Bank Transfer"
827,2025-07-23,CUS302,PRO065,SR007,2,12442.00,6.97,23149.59,Card
828,2025-09-07,CUS427,PRO056,SR016,1,25963.00,2.15,25404.80,"Mobile Money"
829,2025-05-25,CUS068,PRO010,SR010,5,536463.00,12.32,2351853.79,"Bank Transfer"
830,2025-02-17,CUS209,PRO117,SR015,5,104211.00,2.75,506725.99,Cash
831,2025-12-02,CUS018,PRO044,SR003,3,662908.00,12.79,1734366.20,Cash
832,2025-06-19,CUS098,PRO032,SR009,1,823634.00,4.61,785664.47,Card
833,2025-10-09,CUS100,PRO001,SR003,5,769936.00,0.98,3811953.14,"Bank Transfer"
834,2025-08-09,CUS438,PRO029,SR017,3,830663.00,0.84,2471056.29,"Mobile Money"
835,2025-01-24,CUS330,PRO106,SR005,4,60666.00,0.84,240625.62,Cash
836,2025-08-12,CUS424,PRO057,SR008,1,23405.00,14.54,20001.91,Cash
837,2025-03-13,CUS238,PRO078,SR001,3,538185.00,11.84,1423391.69,"Bank Transfer"
838,2025-06-21,CUS431,PRO115,SR018,3,224924.00,11.97,594001.79,"Mobile Money"
839,2025-08-03,CUS492,PRO097,SR020,1,229898.00,9.14,208885.32,Cash
840,2025-02-15,CUS107,PRO080,SR013,4,838717.00,7.44,3105265.82,Cash
841,2025-09-16,CUS080,PRO115,SR020,3,224924.00,11.74,595553.77,Cash
842,2025-10-17,CUS234,PRO093,SR017,4,76562.00,9.21,278042.56,Cash
843,2025-05-06,CUS035,PRO090,SR001,4,79687.00,4.56,304213.09,"Mobile Money"
844,2025-07-12,CUS487,PRO031,SR013,1,467119.00,12.14,410410.75,Cash
845,2025-08-10,CUS207,PRO013,SR015,4,877916.00,1.55,3457233.21,"Bank Transfer"
846,2025-01-29,CUS038,PRO021,SR010,5,808631.00,4.71,3852722.40,Card
847,2025-08-26,CUS375,PRO034,SR016,1,183211.00,6.38,171522.14,"Mobile Money"
848,2025-03-08,CUS252,PRO054,SR019,3,32270.00,5.44,91543.54,"Mobile Money"
849,2025-06-19,CUS194,PRO042,SR013,5,174161.00,6.59,813418.95,Cash
850,2025-04-17,CUS304,PRO106,SR013,5,60666.00,9.22,275362.97,"Bank Transfer"
851,2025-03-24,CUS037,PRO023,SR007,1,919410.00,7.09,854223.83,"Bank Transfer"
852,2025-01-08,CUS058,PRO096,SR015,2,501784.00,13.87,864373.12,Card
853,2025-01-14,CUS468,PRO115,SR004,2,224924.00,14.50,384620.04,Card
854,2025-01-01,CUS085,PRO096,SR012,2,501784.00,5.65,946866.41,"Mobile Money"
855,2025-07-09,CUS053,PRO055,SR016,3,28348.00,8.23,78044.88,"Mobile Money"
856,2025-09-30,CUS400,PRO048,SR017,5,789868.00,1.74,3880621.48,Card
857,2025-04-11,CUS313,PRO112,SR005,4,659865.00,1.73,2593797.34,Cash
858,2025-10-08,CUS469,PRO052,SR007,5,40491.00,13.57,174981.86,Cash
859,2025-11-09,CUS095,PRO041,SR011,5,393667.00,4.05,1888617.43,Card
860,2025-01-18,CUS140,PRO110,SR017,3,155218.00,1.99,456387.49,"Mobile Money"
861,2025-10-03,CUS379,PRO108,SR018,1,37237.00,12.36,32634.51,Card
862,2025-10-07,CUS293,PRO097,SR011,5,229898.00,10.77,1025689.93,"Bank Transfer"
863,2025-09-17,CUS189,PRO112,SR014,5,659865.00,1.52,3249175.26,Cash
864,2025-05-11,CUS084,PRO112,SR012,1,659865.00,5.85,621262.90,"Bank Transfer"
865,2025-09-18,CUS158,PRO055,SR004,3,28348.00,4.06,81591.21,"Mobile Money"
866,2025-04-24,CUS270,PRO068,SR002,2,67949.00,4.11,130312.59,"Bank Transfer"
867,2025-11-08,CUS098,PRO015,SR004,4,473459.00,11.33,1679264.38,"Mobile Money"
868,2025-12-01,CUS207,PRO100,SR011,5,474646.00,10.93,2113835.96,Card
869,2025-03-13,CUS370,PRO101,SR001,1,77476.00,8.15,71161.71,Card
870,2025-10-23,CUS251,PRO118,SR002,4,289159.00,8.42,1059247.25,Card
871,2025-08-27,CUS159,PRO033,SR004,4,235916.00,7.72,870813.14,"Bank Transfer"
872,2025-06-15,CUS188,PRO009,SR018,3,906773.00,14.53,2325056.65,Card
873,2025-10-12,CUS306,PRO008,SR019,4,706571.00,9.19,2566548.50,Cash
874,2025-02-10,CUS060,PRO043,SR019,2,204952.00,3.89,393958.73,"Mobile Money"
875,2025-04-22,CUS123,PRO114,SR020,3,536190.00,8.90,1465407.27,"Bank Transfer"
876,2025-06-19,CUS398,PRO066,SR010,5,108304.00,12.35,474642.28,"Mobile Money"
877,2025-04-10,CUS384,PRO050,SR013,3,100204.00,2.17,294088.72,"Mobile Money"
878,2025-12-04,CUS253,PRO119,SR009,2,312835.00,2.52,609903.12,Cash
879,2025-04-10,CUS352,PRO097,SR002,3,229898.00,8.87,628518.14,"Bank Transfer"
880,2025-02-23,CUS158,PRO044,SR010,5,662908.00,12.43,2902542.68,Cash
881,2025-10-16,CUS405,PRO080,SR004,5,838717.00,7.45,3881162.92,Card
882,2025-08-05,CUS368,PRO087,SR005,4,600909.00,4.19,2302923.65,Cash
883,2025-12-27,CUS386,PRO100,SR019,2,474646.00,0.24,947013.70,"Mobile Money"
884,2025-08-11,CUS443,PRO099,SR016,3,388577.00,0.01,1165614.43,Cash
885,2025-12-23,CUS332,PRO110,SR006,5,155218.00,7.19,720289.13,Card
886,2025-01-07,CUS278,PRO038,SR005,4,323307.00,9.03,1176449.51,Card
887,2025-04-06,CUS207,PRO111,SR010,4,92798.00,12.20,325906.58,"Mobile Money"
888,2025-11-20,CUS130,PRO038,SR019,3,323307.00,12.45,849165.84,"Mobile Money"
889,2025-02-03,CUS144,PRO048,SR014,1,789868.00,6.86,735683.06,Cash
890,2025-07-02,CUS223,PRO082,SR003,3,443346.00,0.60,1322057.77,Card
891,2025-02-16,CUS054,PRO114,SR013,1,536190.00,9.58,484823.00,"Bank Transfer"
892,2025-02-10,CUS229,PRO004,SR015,4,787697.00,0.90,3122430.91,Card
893,2025-05-22,CUS419,PRO054,SR005,3,32270.00,0.29,96529.25,"Mobile Money"
894,2025-04-24,CUS010,PRO104,SR006,2,84917.00,13.45,146991.33,"Mobile Money"
895,2025-08-13,CUS089,PRO020,SR007,2,485778.00,8.38,890139.61,Card
896,2025-03-28,CUS489,PRO078,SR001,3,538185.00,1.48,1590659.59,"Mobile Money"
897,2025-03-18,CUS215,PRO077,SR007,2,1097724.00,7.19,2037595.29,"Bank Transfer"
898,2025-01-30,CUS495,PRO038,SR020,5,323307.00,1.90,1585820.84,Cash
899,2025-12-19,CUS495,PRO072,SR006,4,352298.00,8.32,1291947.23,Cash
900,2025-06-02,CUS155,PRO008,SR001,3,706571.00,14.21,1818501.78,Cash
901,2025-12-10,CUS296,PRO065,SR009,1,12442.00,9.84,11217.71,"Bank Transfer"
902,2025-11-11,CUS278,PRO003,SR002,2,323168.00,2.40,630823.94,"Mobile Money"
903,2025-07-12,CUS395,PRO003,SR019,3,323168.00,2.41,946138.95,Cash
904,2025-09-21,CUS351,PRO019,SR020,2,719759.00,8.15,1322197.28,"Mobile Money"
905,2025-07-22,CUS308,PRO047,SR009,5,734201.00,12.85,3199280.86,Cash
906,2025-01-05,CUS255,PRO074,SR018,4,1075812.00,0.13,4297653.78,Cash
